Key,French
letter.maniac_captived_message_richstring,"Le personnage {soul_uuid_maniac} a été capturé et renvoyé dans sa province d'origine.
 
 En gage de sa gratitude, le monarque de cette province vous a envoyé un petit cadeau : <hint=hint_resource_gold>{gold}</hint>."
activity_state.maniac.go_to_kill,S'apprête à tuer
activity_state.killing.wait,Attend sa mort
activity_state.maniac.killing,Commet un meurtre
activity_state.dog_play.go_to,Va jouer avec le chien
activity_state.dog_play.play,Joue avec le chien
activity_state.dog_play.dog_wait,Attend son maître
activity_state.dog_play.dog_play,Joue avec son maître
mind.mind_joker_watched,Spectacle du bouffon
letter.maniac_about_message,"Il paraît qu'un noble originaire de chez nous se serait aventuré sur vos terres. Il s'agit d'un sadique sans limites qui tue pour s'amuser. Malheureusement, il s'est récemment échappé et nous avons appris qu'il continuait ses actes odieux dans votre province. C'est une honte qu'il se soit enfui sans recevoir de châtiment. Nous prions pour que Mère Sophia le punisse de sa main divine et rétablisse la justice."
letter.maniac_about_message_richstring,Le personnage incognito sadique a quitté votre province sans recevoir de châtiment. Qui sait si vous le recroiserez ?
display_event.maniac_about_message,Lettre d'un monarque voisin
display_event.bandit_leave,Le personnage incognito a quitté la province
tech.trade_tax_reduce,Contrats avantageux
tech.market_depth_increase,Augmentation de la demande
tech.book_rewrite_cost_decrease,Écriture serrée
tech.saint_king,Sainteté du pouvoir
tech.church_defence,Protection de Sophia
tech.easier_divorce,Divorce toléré
tech.bishop_fix_relations,Réconciliation et rédemption
tech.detach_ex_bandit,Un nouveau départ
tech.knife_battle_stronger,Maîtrise de la dague
tech.stronger_weapon,Pâte de durabilité
tech.better_training,Recrues
tech.moral_vs_bandits,Marteau des bandits
knowledge.blocked_reason.contracts_required,{number_of_contracts}/{required_contracts} accords commerciaux
knowledge.blocked_reason.books_required,Livres : {number_of_books}/{required_books}
knowledge.blocked_reason.soldiers_required,Guerriers et guerrières : {number_of_soldiers}/{required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Relation avec la Matriarche : {number_of_relation}/{required_relation}
map.maniac_in_bandit_camp,Personnage incognito dans le camp dans des bandits
map.menu.quest.manuac_captived,Le personnage incognito a été capturé.
actor.part_of_nature.trader,Commerçant·e
actor.action_task.church_defence,Protection de la Famille de l'étreinte divine
actor.action_task.bishop_fix_relations,Se repentir de sa haine
opinion_mind.repentance_of_hatred,Se repentir de sa haine
opinion_mind.church_defence_request,Aveu de faiblesse par demande de protection
knowledge.blocked_reason.caravan_bring_required,Un seigneur ou une dame doit posséder le savoir {knowledge_name}.
input.not_bounded,N/A
input.key_already_used,Raccourci déjà utilisé
opinion_mind.bishop_guest_accept,Hébergement du ministre
input.action.quick_save,Sauvegarde rapide
matriarch.church_defence_active,La protection de la Famille de l'étreinte divine cessera dans {days} jours.
actor.part_of_nature.philosoph,Philosophe
mind.fight_agains_bandit,Marteau des bandits
opinion_mind.my_master,Mon idole
opinion_mind.my_puppet,Ma marionnette
mind.made_gift_to_master,Cadeau offert à son idole
mind.master_death,Mort de son idole
appoint.puppet_action_set,Conséquence : la loyauté de la marionnette baissera.
display_event.puppet_become,{master} a soumis {puppet} à sa volonté.
display_event.puppet_reset,{puppet} n'est plus une marionnette.
opinion_mind.forced_to_crime,Obligation à commettre un crime
opinion_mind.forced_to_action,Obligation à agir
actor.opinion.special.master,Idole
actor.opinion.special.puppet,Marionnette
actor.relations.filter.puppets,Marionnettes
opinion_mind_interest.lust,Luxure
menu.army.new_army.create.build_hall,Indisponible. Construire la grand-salle.
opinion_mind.forced_puppet_rebellion,A forcé sa marionnette à déclencher une révolte
map.lord_rebellion_puppet,Révolte de marionnette
changelog.header,Quoi de neuf ?
display_event.check_problems,Consulter la liste des problèmes
display_event.lord_dead_in_hostage,{name} a péri en captivité
mind.bad_hunt,Chasse infructueuse
opinion_mind.bad_hunter,Mauvais chasseur
display_event.bad_hunt_on_global_map,{name} n'a rien chassé
beta_branch.title,Branche de jeu
beta_branch.set,Définir et redémarrer
display_event.guest_role_revealed,{guest_name} a révélé ses intentions.
opinion_mind.good_reception,Accueil chaleureux de mon seigneur ou de ma dame
opinion_mind.bad_reception,Mauvais accueil de mon seigneur ou de ma dame
actor.action_task.slander,Calomnier
actor.action_task.praise,Couvrir d'éloges
opinion_mind.made_a_gift,Cadeau offert
guest_role.communicative,Sociabilité
guest_role.duelist,Duel
guest_role.provoker,Provocation
guest_role.puppet_master,Marionnettiste
guest_role.manipulator,Manipulation
guest_role.seducer,Séduction
guest_role.player,Amour des paris
guest_role.educator,Transmission
actor.action_task.donate_to_master,Faire une offrande à l'idole
building.fortification_gate,Porte
building.fortification_tower,Tour de défense
trait.puppet,Marionnette
opinion_mind.slander_to_other,Rancune
mind.beer_drinking,Intoxication à la bière
mind.prayed,A prié
mind.sleepiness,Sommeil
trait.sleepiness,Sommeil
map.category.agression,Agression
9map.appoint.sub_category.sudden_attack,Attaques-surprises
trait.sex_desire_weak,Désir sexuel
trait.sex_desire_strong,Obsession sexuelle
mind.sex_desire_weak,Désir sexuel
mind.sex_desire_strong,Obsession sexuelle
trait.malnutrition,Faim
mind.malnutrition,Faim
opinion_mind.sudden_attacked_me,Attaque soudaine
opinion_mind.sudden_attack_traity,Attaque soudaine et perfide
opinion_mind.sudden_force_neutrality_me,Neutralité forcée
menu.bodyguard,GARDES DU CORPS
bodyguard.maximal_count,Gardes ({current}/{maximal})
bodyguard.minimal_battle_level,Niveau de combat minimal
activity_state.bodyguard_watching,Noble sous protection
trait.on_bender,Ivresse
notification.on_bender,{name} a participé à une beuverie !
display_event.sudden_attack,Attaque surprise ! L'armée de la province {faction_name} est en chemin !
bodyguard.status.no_guards,Pas de guerrier ou guerrière disponible.
bodyguard.status.active,Les gardes seront en poste jusqu'à 4 h.
bodyguard.status.start_soon,Les gardes prendront leur poste à 23 h.
bodyguard.appoint_line_1,Assigner des gardes du corps
bodyguard.appoint_line_2,Gardes du corps {current}/{limit}
actor.general,GÉNÉRAL
actor.important_feelings,SENTIMENT FORT
opinion_mind.my_master_enemy,Ennemi·e de mon idole
opinion_mind_interest.culture,Culture intrigante
trait.crimer,Crime
building.menu.terror_slaves,Esclaves : {count}
building.menu.criminal,Criminel·les
menu.migration.change,Immigration : {count}
mind.crime_in_city,Crime dans la cité
opinion_mind.small_talk,A eu une conversation légère
wolf.name,Loup
pig.name,Cochon
tech.philosophy_history,Histoire de la philosophie
mind.slept_on_ground,A dormi par terre
building.temple.preach.usual_preach,Sermon de joie
faction.bums_in_rags,Pauvres hères
menu.buidling.church.mind_add,Moral +{moral_add}
menu.buidling.church.fanatics_new,Produira des fanatiques
menu.buidling.church.agnostics_new,Produira des agnostiques
menu.building.church.preach_cost,Coût : <hint=hint_resource_rune>{cost}</hint> (directement dans la poche de l'évêque).
trait.duelist,Duelliste
trait.intriguan,Conspirateur·rice
display_event.bums_in_rags_can_attack,De pauvres hères rôdent aux alentours
actor.class.only_fists,Sans arme
display_event.bums_in_rags_attack_town,De pauvres hères attaquent notre cité !
mind.was_in_patrol,Rentre de patrouille
actor.deep_social_alias.small_talk_1,{name_initiator} et {name_target} ont eu une discussion légère.
actor.deep_social_alias.small_talk_2,{name_initiator} et {name_target} ont eu une conversation agréable.
actor.deep_social_alias.small_talk_3,{name_initiator} et {name_target} ont bavardé.
actor.deep_social_alias.small_talk_4,{name_initiator} et {name_target} ont discuté des dernières nouvelles.
actor.deep_social_alias.small_talk_5,{name_initiator} et {name_target} ont passé un bon moment ensemble.
mind.ceremony,La cérémonie était impressionnante
building.menu.church.repeat_preach,Répéter quotidiennement
opinion_mind.king_bribe_me,A ordonné de m'offrir un présent
opinion_mind.seduce,Estime de mon idole
building.menu.terror_nodody,Sans châtiments
building.menu.terror_criminals,Criminel·les incarcéré·es ({count})
actor.action_task.make_puppet,Soumettre un personnage à sa volonté
mind.overpopulation,Surpopulation
guest_role.parent,Père/Mère
faction.unique_guests_piligrims,Pèlerin·es
advisor.peasants_unhappy_2,La population paysanne quitte la cité.
action_task.category.intrigue,Intrigues
display_event.burned_library,La bibliothèque a brûlé !
display_event.bums_in_rags_attack_soon,De pauvres hères sont à nos portes !
actor.action_task.donate_to_bishop,Récompenser l'évêque
advisor.deadly_enemy,Animosité mortelle
building.menu.autoset_as_inspector,Assignation automatique
display_event.clerk_autoseted,La construction du bâtiment {building_name} est terminée. Un ou une fonctionnaire de la chancellerie est désormais responsable de l'inspection.
opinion_mind.matriarch_sudden_attack_fair,Attaque sans prévenir
opinion_mind.matriarch_sudden_attack_unfair,Attaque les provinces voisines sans prévenir
display_event.building_builded,La construction du bâtiment {building_name} est terminée.
display_event.bishop_study_discard,{study_target} : éducation suspendue
duel.is_bad,"</b>Attention :</b> 
La relation entre ces personnages n'est pas hostile. Provoquer un duel sera perçu comme une tentative d'assassinat, dont la responsabilité incombera au monarque. 

Cette action aura pour conséquence de réduire le score de relation entre la <hint=hint_relations_matriarch>Matriarche</hint> et votre monarque de <red>{rel_de}</red>."
mutator.without_bums_in_rags,Pas de pauvres hères
display_event.rings_inheritance,{heir} a hérité
notification.puppet_donate_to_master,{puppet} a offert un cadeau à son idole {master}.
menu.army.create_squad.title,Création d’une escouade
menu.army.create_squad,Créer une escouade
menu.army.hire_soldier,Engager des soldats
display_event.soldiers_cant_trait,Entraînement militaire mis en pause
building.menu.farm_autorefill,Fertilisation automatique
trait.planned_sex,Rendez-vous galant prévu
menu.army.new_army.save_squad_composition,Сохранить состав
display_event.inspector_replaced,Inspections reprogrammées
display_event.knowledge_interaction_removed_by_blind,Apprentissage des savoirs annulé
activity_state.sacrifice_ceremony.process,Assiste au sacrifice
building.training_ground.training,ENTRAÎNEMENT
building.training_ground.experience,Expérience gagnée par dégâts infligés :
building.training_ground.max_level,Niveau d’entraînement max :
building.training_ground.trained,Soldats entraînés :
trait.monogam_warning,"Le personnage possède le trait <hint=hint_monogam>monogamie</hint>, s'il est marié, sa capacité à satisfaire ses désirs sexuels est limitée à son épouse ou époux fidèle.

$ S'il est marié, assurez-vous que l’estime de son épouse envers lui est supérieure à 0."
advisor.monogam_problem,Les personnages monogames souffrent.
king_has_duty_of_honor,{soul_uuid_king} a une <hint=hint_debt_of_honor>dette d’honneur</hint> envers vous. Il accepte de bon gré de se plier à votre volonté. Sa dette sera donc considérée comme honorée.
king_remove_duty_of_honor,{soul_uuid_king} a accepté votre demande et n'a plus de <hint=hint_debt_of_honor>dette d’honneur</hint> envers vous.
advisor.puppet_can_act,Les dangers des actions de la marionnette
advisor.matriarch_bad_opinion,La matriarche ne peut contenir sa rage
advisor.bishop_bad_opinion,L’évêque ne peut contenir sa rage
notification.puppet_bribe_success,{name} : s’est fait corrompre par une marionnette
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} aura <hint=hint_debt_of_honor>une dette d’honneur</hint> envers votre monarque.
soul_gained_duty_of_honor,{soul_uuid_duty_target} a désormais <hint=hint_debt_of_honor>une dette d’honneur</hint> envers votre monarque.
opinion_mind.made_faith_preach,Sermons à Sophia
opinion_mind.made_doubt_preach,Sermons emplis de doute
map.duty_of_honor,Dette d’honneur
display_event.duty_of_honor_appear,Dette d’honneur
display_event.duty_of_honor_complete,La dette d’honneur est honorée
display_event.duty_of_honor_reset_player_king_changed,La dette d’honneur n’est plus applicable
display_event.duty_of_honor_reset_king_changed,La dette d’honneur n’est plus applicable
advisor.terror_active,L’immigration a diminué en raison de la terreur.
trait.immobilization_reasons,Impossible à déplacer en raison de :
economic_summary.no_instruction,<b>Aucune instruction reçue :</b>
economic_summary.broken,<b>Endommagé ou non fonctionnel :</b>
economic_summary.not_enought_workers,<b>Main-d'œuvre insuffisante :</b>
economic_summary.depleted_soon,<b>Champs bientôt épuisés :</b>
world_summary.day_events,<center>Événements de la journée</center>
world_summary.neighbore_events,<center>Événements des régions voisines</center>
daily_stat.peasants,<b>PAYSANNAT</b>
daily_stat.peasant_left_city,$ A quitté la cité : {peasant_left}
daily_stat.peasants_become_bandit,$Sont devenus des <hint=hint_persons_criminal>parias</hint> : {peasant_criminal}
daily_stat.peasants_become_thug,$Sont devenus des <hint=hint_persons_cuthroat>coupe-jarrets</hint> : {peasant_thug}
daily_stat.peasants_become_fanatics,$Sont devenus des <hint=hint_persons_fanatic>fanatiques</hint> : {peasant_fanatic}
