Key,Italiana
activity_state.dog_play.dog_wait,In attesa del padrone
activity_state.dog_play.dog_play,Gioca con il padrone
mind.mind_joker_watched,Esibizione del giullare
letter.maniac_about_message,"I miei omaggi! Ho sentito delle indiscrezioni secondo cui un nobile delle nostre terre avrebbe visitato la vostra provincia. Quest'individuo è ben noto dalle nostre parti per essere un folle senza inibizioni che uccide per divertimento. Purtroppo è sfuggito alla nostra custodia di recente e, come abbiamo saputo, ora sfoga i suoi vizi nella vostra provincia. Ci dispiace che sia rimasto impunito, ma pregheremo che Madre Sofia faccia calare la sua mano divina su di lui, lasciando trionfare la giustizia."
letter.maniac_about_message_richstring,Il folle in incognito ha lasciato la vostra provincia impunito. Chissà se lo rincontrerete.
display_event.maniac_about_message,Lettera da un monarca vicino
display_event.bandit_leave,L'individuo in incognito ha lasciato la provincia
tech.trade_tax_reduce,Contratti grigi
tech.market_depth_increase,Aumento della domanda
tech.book_rewrite_cost_decrease,Grafia più compatta
tech.saint_king,Santità del potere
tech.church_defence,Protezione di Sofia
tech.easier_divorce,Apologia del divorzio
tech.bishop_fix_relations,Riconciliazione nella redenzione
tech.detach_ex_bandit,Un nuovo inizio
tech.knife_battle_stronger,Signore dei pugnali
tech.stronger_weapon,Unguento della resistenza
tech.better_training,Reclute
tech.moral_vs_bandits,Martello dei fuorilegge
knowledge.blocked_reason.contracts_required,{number_of_contracts}/{required_contracts} contratti commerciali
knowledge.blocked_reason.books_required,Libri: {number_of_books}/{required_books}
knowledge.blocked_reason.soldiers_required,Guerrieri: {number_of_soldiers}/{required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Rapporto con la Matriarca: {number_of_relation}/{required_relation}
map.maniac_in_bandit_camp,Individuo in incognito nell'accampamento dei fuorilegge
map.menu.quest.manuac_captived,L'individuo in incognito è stato catturato.
actor.part_of_nature.trader,Commerciante
actor.action_task.church_defence,Protezione della Famiglia benevola
actor.action_task.bishop_fix_relations,Pentimento nell'odio
opinion_mind.repentance_of_hatred,Pentimento nell'odio
opinion_mind.church_defence_request,Debolezza rivelata dalla richiesta di protezione
knowledge.blocked_reason.caravan_bring_required,Uno dei nobili deve conoscere: {knowledge_name}.
input.not_bounded,Non assegnato
input.key_already_used,Chiave già in uso
opinion_mind.bishop_guest_accept,Dato ospitalità al sacerdote
input.action.quick_save,Salvataggio rapido
matriarch.church_defence_active,Giorni mancanti al termine della protezione della Famiglia benevola: {days}.
actor.part_of_nature.philosoph,Studioso
mind.fight_agains_bandit,Martello dei fuorilegge
opinion_mind.my_master,Il mio idolo
opinion_mind.my_puppet,Il mio fantoccio
mind.made_gift_to_master,Ha fatto un dono al suo idolo
mind.master_death,Morte di un idolo
appoint.puppet_action_set,"Di conseguenza, la lealtà del fantoccio diminuirà"
display_event.puppet_become,{master} ha piegato {puppet} al suo volere.
display_event.puppet_reset,{puppet} non è più un fantoccio.
opinion_mind.forced_to_crime,Ha dovuto commettere un crimine
opinion_mind.forced_to_action,Ha dovuto agire
actor.opinion.special.master,Idolo
actor.opinion.special.puppet,Fantoccio
actor.relations.filter.puppets,Fantocci
opinion_mind_interest.lust,Tratto Lussuria
menu.army.new_army.create.build_hall,Non disponibile. Costruisci il salone.
opinion_mind.forced_puppet_rebellion,Ha sfruttato il fantoccio per una rivolta
map.lord_rebellion_puppet,Rivolta del fantoccio
changelog.header,Che novità ci sono?
display_event.check_problems,Consulta l'elenco dei problemi
display_event.lord_dead_in_hostage,{name}: morte avvenuta durante la prigionia
mind.bad_hunt,Caccia non riuscita
opinion_mind.bad_hunter,Capacità di caccia scarse
display_event.bad_hunt_on_global_map,{name}: caccia non riuscita
beta_branch.title,Branch di gioco
beta_branch.set,Imposta e riavvia
display_event.guest_role_revealed,{guest_name} ha rivelato le sue intenzioni
opinion_mind.good_reception,Ha accolto un mio nobile generosamente.
opinion_mind.bad_reception,Ha offerto scarsa ospitalità a un mio nobile.
actor.action_task.slander,Diffamazione
actor.action_task.praise,Elogio
opinion_mind.made_a_gift,Ha fatto un dono
guest_role.communicative,Socievolezza
guest_role.duelist,Propensione al duello
guest_role.provoker,Provocazione
guest_role.puppet_master,Condizionamento
guest_role.manipulator,Manipolazione
guest_role.seducer,Seduzione
guest_role.player,Propensione al gioco d'azzardo
guest_role.educator,Illuminazione
actor.action_task.donate_to_master,Dono all'idolo
building.fortification_gate,Porta
building.fortification_tower,Torre difensiva
trait.puppet,Fantoccio
opinion_mind.slander_to_other,Nutre rancore verso un'altra persona
mind.beer_drinking,Intossicazione: birra
mind.prayed,Preghiera
mind.sleepiness,Sonnolenza
trait.sleepiness,Sonnolenza
map.category.agression,Aggressione
9map.appoint.sub_category.sudden_attack,Attacchi improvvisi
trait.sex_desire_weak,Desiderio sessuale
trait.sex_desire_strong,Ossessione sessuale
mind.sex_desire_weak,Desiderio sessuale
mind.sex_desire_strong,Ossessione sessuale
trait.malnutrition,Malnutrizione
mind.malnutrition,Malnutrizione
opinion_mind.sudden_attacked_me,Mi ha attaccato all'improvviso
opinion_mind.sudden_attack_traity,Mi ha attaccato slealmente e all'improvviso
opinion_mind.sudden_force_neutrality_me,Mi ha imposto la neutralità
menu.bodyguard,GUARDIE DEL CORPO
bodyguard.maximal_count,GUARDIE
bodyguard.minimal_battle_level,Livello di combattimento minimo
activity_state.bodyguard_watching,Protegge il nobile
trait.on_bender,Ebbrezza
notification.on_bender,{name}: ha deciso di andare a ubriacarsi!
display_event.sudden_attack,Un attacco improvviso! L'esercito di {faction_name} è in marcia!
bodyguard.status.no_guards,Nessun guerriero disponibile.
bodyguard.status.active,La guardia durerà fino alle 4:00.
bodyguard.status.start_soon,La guardia inizierà alle 23:00.
bodyguard.appoint_line_1,Assegna guardie del corpo
bodyguard.appoint_line_2,Guardie del corpo {current}/{limit}
actor.general,GENERALE
actor.important_feelings,SENSAZIONI FORTI
opinion_mind.my_master_enemy,Il nemico del mio idolo
opinion_mind_interest.culture,Cultura intrigante
trait.crimer,Criminale
building.menu.terror_slaves,Prigionieri: {count}
building.menu.criminal,Criminali
menu.migration.change,Migranti: {count}
mind.crime_in_city,Crimini in città
opinion_mind.small_talk,Ha avuto una conversazione informale
wolf.name,Lupo
pig.name,Maiale
tech.philosophy_history,Storia della filosofia
mind.slept_on_ground,Ha dormito per terra
building.temple.preach.usual_preach,Sermone felice
faction.bums_in_rags,Reietti
menu.buidling.church.mind_add,Morale +{moral_add}
menu.buidling.church.fanatics_new,Crea fanatici
menu.buidling.church.agnostics_new,Crea agnostici
menu.building.church.preach_cost,Costo: <hint=hint_resource_rune>{cost}</hint> (va nelle tasche del vescovo).
trait.duelist,Duellante
trait.intriguan,Complottista
display_event.bums_in_rags_can_attack,Reietti avvistati nelle vicinanze
actor.class.only_fists,Senza armi
display_event.bums_in_rags_attack_town,I reietti stanno attaccando la città!
mind.was_in_patrol,Era in pattuglia
actor.deep_social_alias.small_talk_1,{name_initiator} e {name_target} hanno scambiato osservazioni informali.
actor.deep_social_alias.small_talk_2,{name_initiator} e {name_target} hanno trascorso del tempo chiacchierando piacevolmente.
actor.deep_social_alias.small_talk_3,{name_initiator} e {name_target} hanno fatto due chiacchiere.
actor.deep_social_alias.small_talk_4,{name_initiator} e {name_target} hanno parlato delle ultime notizie.
actor.deep_social_alias.small_talk_5,{name_initiator} e {name_target} hanno trascorso momenti piacevoli insieme.
mind.ceremony,Prova stupore per la cerimonia.
building.menu.church.repeat_preach,Ripeti ogni giorno
opinion_mind.king_bribe_me,Ha ordinato di farmi un regalo
opinion_mind.seduce,Opinione di chi mi seduce
building.menu.terror_nodody,Nessuna punizione
building.menu.terror_criminals,Criminali imprigionati: {count}
actor.action_task.make_puppet,Creazione di un fantoccio
mind.overpopulation,Sovrappopolazione
guest_role.parent,Genitore
faction.unique_guests_piligrims,Pellegrini
advisor.peasants_unhappy_2,I popolani lasciano la città
action_task.category.intrigue,Cospirazioni
display_event.burned_library,La biblioteca è stata bruciata!
display_event.bums_in_rags_attack_soon,I reietti si avvicinano alla città!
actor.action_task.donate_to_bishop,Premia il vescovo
advisor.deadly_enemy,Inimicizia mortale
building.menu.autoset_as_inspector,Assegnazione automatica
display_event.clerk_autoseted,{building_name}: edificio costruito. Un funzionario della cancelleria è stato assegnato come ispettore.
opinion_mind.matriarch_sudden_attack_fair,Attacca senza preavviso
opinion_mind.matriarch_sudden_attack_unfair,Attacca i vicini senza preavviso
display_event.building_builded,{building_name}: l'edificio è stato costruito
display_event.bishop_study_discard,{study_target}: educazione sospesa
duel.is_bad,"</b>Attenzione:</b>
Il rapporto tra i personaggi non è ostile, quindi provocare un duello sarà considerato un tentativo di assassinio, per il quale il monarca si assume la responsabilità.

Di conseguenza, l'atteggiamento della <hint=hint_relations_matriarch>Matriarca</hint> nei confronti del tuo monarca peggiorerà di <red>{rel_de}</red>."
mutator.without_bums_in_rags,Nessun reietto
display_event.rings_inheritance,{heir}: ha ereditato un patrimonio
notification.puppet_donate_to_master,{puppet} -> {master}: ha fatto un dono al suo idolo
menu.army.create_squad.title,Creazione squadra
menu.army.create_squad,Crea una squadra
menu.army.hire_soldier,Assolda guerrieri
display_event.soldiers_cant_trait,Addestramento dei guerrieri in pausa
building.menu.farm_autorefill,Fertilizzazione automatica
trait.planned_sex,Incontro romantico programmato
menu.army.new_army.save_squad_composition,Salva la squadra
display_event.inspector_replaced,Ispezioni riassegnate
display_event.knowledge_interaction_removed_by_blind,Lavoro di conoscenza annullato
activity_state.sacrifice_ceremony.process,Partecipa al sacrificio
building.training_ground.training,ADDESTRAMENTO
building.training_ground.experience,Esperienza per colpo:
building.training_ground.max_level,Livello di addestramento massimo:
building.training_ground.trained,Guerrieri addestrati:
trait.monogam_warning,"Il personaggio possiede il tratto <hint=hint_monogam>monogamia</hint> e perciò, se si sposa, la sua abilità di soddisfare i propri desideri sessuali si limiterà al suo coniuge legittimo.

$ Se si sposa, il rapporto con il suo coniuge sarà sicuramente superiore a 0."
advisor.monogam_problem,I personaggi monogami soffrono.
king_has_duty_of_honor,"{soul_uuid_king} ha un <hint=hint_debt_of_honor>debito d'onore</hint> nei tuoi confronti. Accetterà di buon grado questa azione, ma il debito sarà considerato saldato."
king_remove_duty_of_honor,{soul_uuid_king} ha ottemperato alla tua richiesta e non ha più un <hint=hint_debt_of_honor>debito d'onore</hint> nei tuoi confronti.
advisor.puppet_can_act,Il pericolo delle azioni dei fantocci
advisor.matriarch_bad_opinion,La Matriarca è furente
advisor.bishop_bad_opinion,Il vescovo è furente
notification.puppet_bribe_success,Un fantoccio ha corrotto {name}
soul_will_gain_duty_of_honor,{soul_uuid_duty_target} avrà un <hint=hint_debt_of_honor>legame d'onore</hint> con il tuo monarca.
soul_gained_duty_of_honor,{soul_uuid_duty_target} ora ha un <hint=hint_debt_of_honor>legame d'onore</hint> con il tuo monarca.
opinion_mind.made_faith_preach,Predicazione per Sofia
opinion_mind.made_doubt_preach,Predicazione del dubbio
map.duty_of_honor,Debito d'onore
display_event.duty_of_honor_appear,Debito d'onore
display_event.duty_of_honor_complete,Debito d'onore saldato
display_event.duty_of_honor_reset_player_king_changed,Debito d'onore non più applicato
display_event.duty_of_honor_reset_king_changed,Debito d'onore non più applicato
advisor.terror_active,La migrazione si è ridotta a causa del terrore.
trait.immobilization_reasons,Non può muoversi a causa di:
economic_summary.no_instruction,<b>Ordini non ricevuti:</b>
economic_summary.broken,<b>Con problemi o non funzionante:</b>
economic_summary.not_enought_workers,<b>Lavoratori insufficienti:</b>
economic_summary.depleted_soon,<b>Campi a rischio di impoverimento:</b>
world_summary.day_events,<center>Eventi per il giorno in corso</center>
world_summary.neighbore_events,<center>Eventi dalle regioni vicine</center>
daily_stat.peasants,<b>POPOLANI</b>
daily_stat.peasant_left_city,$ Popolani che hanno lasciato la città: {peasant_left}
daily_stat.peasants_become_bandit,$ Popolani diventati <hint=hint_persons_criminal>vagabondi</hint>: {peasant_criminal}
daily_stat.peasants_become_thug,$ Popolani diventati <hint=hint_persons_cuthroat>malviventi</hint>: {peasant_thug}
daily_stat.peasants_become_fanatics,$ Popolani diventati <hint=hint_persons_fanatic>fanatici</hint>: {peasant_fanatic}
daily_stat.peasants_become_loyalists,$ Popolani diventati <hint=hint_loyalist>lealisti</hint>: {peasant_loyalist}
daily_stat.migrants,$ <hint=hint_migration>Migranti</hint> attesi: {peasant_migrant}
daily_stat.slaves,<b>PRIGIONIERI</b>
daily_stat.slaves_dead,$ Prigionieri morti: {slave_dead}
daily_stat.slaves_unhappy,$ Prigionieri infelici: {slave_unhappy}
daily_stat.slaves_rebellion_chance,$ Probabilità di <hint=hint_slave_riot>rivolta</hint>: {slave_rebellion_chance}%
daily_stat.warriors,<b>GUERRIERI</b>
daily_stat.warriors_dead,$ Guerrieri morti: {soldier_dead}
daily_stat.warriors_inflamed_wounds,$ Soldati con <hint=hint_wounds_open>ferite infiammate</hint>: {soldiers_sick}</red>
daily_stat.warriors_average_mood,$ Morale medio: {soldier_happiness}
daily_stat.warrirors_become_loyalists,$ Soldati diventati <hint=hint_loyalist>lealisti</hint>: {soldier_loyalist}
daily_stat.deserted,$ Disertori: {soldier_gone}
faction.migrants,Migranti
display_event.migrants_waiting_to_be_in,Migranti ai cancelli
building.menu.migration,MIGRAZIONE
display_event.migrants_leaving,I migranti stanno lasciando la città
activity.migrant_go,Si dirige verso il cancello della città
activity.knight_hire_waiting,In attesa di reinserimento
menu.army.knight_expired_contract,"Il contratto di questo mercenario è scaduto, ma quest'ultimo non ha ancora lasciato la città. Puoi ancora assoldarlo entro: {leaving_time}."
display_event.knight_contract_expired,Il contratto del mercenario è scaduto.
display_event.knight_leaving_province,Il mercenario sta lasciando la città.
