Key,Ukrainian
building.menu.criminal,Злочинці
menu.migration.change,Мігранти: {count}
mind.crime_in_city,Злочин у місті
opinion_mind.small_talk,Була невимушена розмова
wolf.name,Вовк
pig.name,Свиня
tech.philosophy_history,Історія філософії
mind.slept_on_ground,Спить на підлозі
building.temple.preach.usual_preach,Проповідь радості
faction.bums_in_rags,Обірванці
menu.buidling.church.mind_add,Настрій +{moral_add}
menu.buidling.church.fanatics_new,Зробить фанатиками
menu.buidling.church.agnostics_new,Зробить агностиками
menu.building.church.preach_cost,Ціна: <hint=hint_resource_rune>{cost}</hint> (іде в кишеню єпископа).
trait.duelist,Дуелянт
trait.intriguan,Інтриган
display_event.bums_in_rags_can_attack,Неподалік є обірванці
actor.class.only_fists,Беззбройний
display_event.bums_in_rags_attack_town,Обірванці атакують місто!
mind.was_in_patrol,У патрулі
actor.deep_social_alias.small_talk_1,{name_initiator} та {name_target} обмінялися повсякденними ремарками.
actor.deep_social_alias.small_talk_2,{name_initiator} та {name_target} провели час у приємній бесіді.
actor.deep_social_alias.small_talk_3,{name_initiator} та {name_target} завели світську бесіду.
actor.deep_social_alias.small_talk_4,{name_initiator} та {name_target} обговорили останні новини.
actor.deep_social_alias.small_talk_5,{name_initiator} та {name_target} із задоволенням провели час разом.
mind.ceremony,У захваті від церемонії.
building.menu.church.repeat_preach,Повторювати кожного дня
opinion_mind.king_bribe_me,Наказує дати мені подарунок
opinion_mind.seduce,Думка мого спокусника
building.menu.terror_nodody,Без покарань
building.menu.terror_criminals,Ув’язнені злочинці {count}
actor.action_task.make_puppet,Перетворити на маріонетку
mind.overpopulation,Перенаселеність
guest_role.parent,Родитель
faction.unique_guests_piligrims,Пілігрими
advisor.peasants_unhappy_2,Селяни покидають місто
action_task.category.intrigue,Інтриги
display_event.burned_library,Бібліотека згоріла!
display_event.bums_in_rags_attack_soon,Обірванці наближаються до міста!
actor.action_task.donate_to_bishop,Винагородити єпископа
advisor.deadly_enemy,Запекла ворожнеча
building.menu.autoset_as_inspector,Автоматичне призначення
display_event.clerk_autoseted,{building_name}: будівля споруджена. Писаря канцелярії призначено на роль інспектора.
opinion_mind.matriarch_sudden_attack_fair,Нападає без попередження
opinion_mind.matriarch_sudden_attack_unfair,Нападає на сусідів без попередження
display_event.building_builded,{building_name}: будівля споруджена
display_event.bishop_study_discard,{study_target}: навчання призупинено
duel.is_bad,"</b>Увага!</b>  
Оскільки взаємини між персонажами не є ворожими, провокування двобою буде розцінено як замах, відповідальність за який несе правитель. 

Отже, ставлення <hint=hint_relations_matriarch>Матріарха</hint> до вашого правителя погіршиться на <red>{rel_de}</red>."
