Key,SimplifiedChinese
hint_sudden_attack_neutrality_unfair,"迫使中立
进攻省邦{faction_uuid}，迫使其保持中立。如果你取得胜利，{soul_uuid_king}将切断与所有附庸、宗主或盟友的政治关系。该省邦在政治上保持独立和中立态度。

由于你与该聚落的君王并非<hint=hint_faction_relations_deadly_enemy>死敌</hint>，此次进攻将被视为<red>背信弃义</red>的行为，并损害与邻邦和女教皇的关系。

{optional_force_neutrality_additional_effects}
$与{soul_uuid_king}的关系：<red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_sudden_attack_neutrality_unfair_result,"迫使中立
你的军队正在进攻省邦{faction_uuid}，迫使其保持中立。

{optional_force_neutrality_additional_effects}
$与{soul_uuid_king}的关系：<red>{sudden_attack_unfair_force_neutrality_rel_de}</red>
$与邻邦的关系：<red>{sudden_attack_unfair_force_neutrality_neigh_rel_de}</red>
$与女教皇的关系：<red>{sudden_attack_unfair_force_neutrality_mat_rel_de}</red>
{optional_holy_defence_will_removed}"
hint_letter_sudden_attack_1,"~
你打算给我一个“惊喜”？可能你要失望了，因为我早料到你会使出这种卑鄙的伎俩！"
hint_letter_sudden_attack_2,"~
以为我会被你打个措手不及？想得太天真了！如果你本来打算让我大吃一惊，那结果可能会出乎你的意料！"
hint_letter_sudden_attack_3,"~
搞卑鄙的突然袭击，你脑子里整天就在想这些？你这娼妓和野猪的后代！难怪你的城市总是散发着背叛的气味，这恶臭从诺兰德的另一头都能闻到！"
hint_letter_sudden_attack_4,"~
邻邦警告过我，你是个不知荣誉与羞耻的人。很好，滚去马厩里吧，那里才是你该在的地方！"
hint_letter_sudden_attack_5,"~
对邻邦搞突然袭击会让你颜面扫地。但话又说回来，你又怎么会懂得荣誉呢？你这连耗子都不如，猪圈里生的无赖，无论如何我都要将你击败！"
hint_unavailable_join_army_sudden_attack,"无法召集
只有你自己的部队才能发动突袭。"
hint_mind_beer_drinking,"[hint_mind_caption]
好酒！来，一醉方休！

原因：喝了<hint=hint_resource_beer>啤酒</hint>
[hint_mind_remain_time]"
hint_mind_prayed,"[hint_mind_caption]
圣母索菲亚定会听到我的祈祷……至少我冷静多了。"
hint_trait_sleepiness,"困倦
角色很久没有进行睡眠，很快会在原地倒头就睡。"
hint_mind_sleepiness,"[hint_mind_caption]
啊，我好困啊！（呵欠）

原因：角色很久没有睡觉了。"
hint_trait_sex_desire_weak,"性欲
角色很久没有性行为了，性欲增长。

这会让该角色感到困扰，并让他们一有机会便开始寻找性伴侣。"
hint_trait_sex_desire_strong,"性成瘾
角色很久没有性行为了，性欲旺盛。

缺乏性生活让他们感到坐立难安，只要一有机会就会积极寻觅性伴侣。
{optional_monogam_warning}"
hint_mind_sex_desire_weak,"[hint_mind_caption]
我要做爱。对，我要做爱！

原因：角色很久没有性行为。"
hint_mind_sex_desire_strong,"[hint_mind_caption]
谁来都行！我欲火焚身了！

原因：角色很久没有性行为。"
hint_mind_malnutrition,"[hint_mind_caption]
我的肚子都在咕咕响了！好久没吃东西了！

原因：角色很久没有进食。"
hint_trait_malnutrition,"营养不良
角色很久没有进食，并感到饥饿。随着时间的推移，这可能会让角色感到疲惫，最终饥饿难耐。"
hint_bodyguards,"护卫
这些指派的战士会在晚上跟随领主，保护其免受任何攻击。"
hint_trait_on_bender,"烂醉如泥
由于领主心情不佳，狂饮不止，直到醉倒在地。在此期间，他可能会和随机角色进行酒后斗殴。"
hint_letter_ai_sudden_attack_1,"~
不要再冒充统治者了，我已经厌倦了你那副惺惺作态的模样！我勇敢的战士很快就会给你点颜色看看！"
hint_letter_ai_sudden_attack_2,"~
你似乎自以为自己很勇猛，是吗？我倒要看看，你打算如何面对我的战士！"
hint_letter_ai_sudden_attack_3,"~
我允许你那可悲的猪圈继续存在，但你必须得付出代价。希望你那可怜的省邦能有点价值。"
hint_letter_ai_sudden_attack_4,"~
你读这封信的时候，应该正躲在桌子底下吧，因为我的战士正在你的城市里恢复秩序。很遗憾，但你确实也做不了什么。"
hint_letter_ai_sudden_attack_5,"~
我告诉你，我的耐心已经告罄，现在你必须为自己的愚蠢和粗心付出代价。不过，我会饶你一条小命，你就祈祷我不会改变心意吧。"
hint_ai_sudden_attack_assault,"突袭！
{faction_uuid}的{soul_uuid_king}突然决定袭击你的城市，<b>抢劫</b>你的金库。他的军队已经在路上了。

由于太过突然，你的盟友来不及支援你，但是{soul_uuid_king}也只能孤军奋战。"
hint_ai_sudden_attack_vassalize,"突袭！
{faction_uuid}的{soul_uuid_king}突然决定袭击并征服你的城市，<b>让你成为附庸</b>。他的军队已经在路上了。

由于太过突然，你的盟友来不及支援你，但是{soul_uuid_king}也只能孤军奋战。"
hint_bodyguards_count,"卫兵
卫兵大约在 23:00 开始执勤，此时犯罪活动开始变得猖獗，并执勤到 04:00。

卫兵从可供调配的战士（第二个数据）中指派，这些卫兵不参与巡逻或守卫其他领主。"
hint_bodyguards_level,"战斗等级
为雇佣的卫兵设置最低战斗等级，但前提是你拥有该等级的战士。"
hint_bld_fortification_tower,"木塔
可由<hint=hint_persons_warriors>战士</hint>驻守的<hint=hint_watch_tower_archers>防御塔</hint>。塔内的弓箭手射击距离比平常更远，且命中率更高。

$木塔上的战士需要装备远程武器。
$木塔比<hint=hint_bld_watch_tower>射手塔</hint>更为坚固。
$该木塔有 {arch_number} 名弓兵。"
hint_bld_wooden_wall_section,"木栅栏
最简单的木制城墙。可以围住重要建筑提供保护，但别忘了加上城门和塔楼。"
hint_bld_fortification_gate,"城门
嵌入城墙（例如木栅栏）中。可自动打开或关闭。"
hint_optional_philistine,
hint_encyclopedia_philistine,
hint_trait_philistine,
hint_crimer,"罪犯
角色在犯罪时被<hint=hint_persons_guard>巡逻卫兵</hint>逮捕并<hint=hint_persons_slave>俘获</hint>。

角色将在<hint=hint_bld_scafod>行刑台</hint>接受相应的惩罚或成为囚犯，前者可以娱乐城市中朴实的市民。"
hint_terror_slaves,"囚犯恐慌
这是一种最稳妥的方式，能让民众通过处决获得娱乐，且不会感到良心不安。

结果：
$三名与被处决的囚犯相识的人会产生强烈的消极想法。
$囚犯们的不满会加剧，可能会引发<hint=hint_slave_riot>叛乱</hint>。"
hint_mind_crime_in_city,"[hint_mind_caption]
城市中关于犯罪的传闻让我感到十分不安。我希望君王能够增派巡逻的人手！"
hint_tech_philosophy_history,"哲学历史
允许散播<hint=hint_sermon_agnostic>疑窦之道</hint>。"
hint_mind_slept_on_ground,"[hint_mind_caption]
我在潮湿的地上凑合了一晚，现在全身酸痛，还冷得要死！

<b>提示：</b>
$角色在地上睡了一晚。如果住房资源不足，你可以建造一座圣堂。那里依照古老的待客传统，允许无家可归者在那里过夜。"
hint_sermon_usual_preach,"欢愉之道
信徒们聚在一起祈祷，获得一整天的好心情，因为圣母索菲亚与他们同在。
{optional_preach_cost}"
hint_preach_doubt_unavailable_by_knowledge,"操作失败
要执行此操作，需要研究<hint=hint_tech_philosophy_history>哲学历史</hint>。"
hint_preach_unavailable_by_bishop,"操作失败
布道只能在<hint=hint_bishop>主教</hint>的祝祷下进行，但他此时不在城市中。"
hint_duelist,"决斗者
该角色能够挑起决斗，且武艺高强。当他出现在你的省邦时要提高警惕。"
hint_intriguan,"阴谋家
该角色精于操纵与掌控，擅长挑动领主们的争端，将领主们培养成<hint=hint_encyclopedia_puppets>傀儡</hint>。当他出现在你的省邦时要提高警惕。"
hint_de_bums_in_rags_can_attack,"褴褛之徒
你的城市的繁荣度很高，开始吸引褴褛之徒。

[hint_rags]"
hint_rags,"褴褛之徒
他们是最底层、最孱弱的强盗——由昔日的流民和平民组成，因犯罪被逐出城市。他们住在城镇周边的森林里，伺机突袭周边的人家进行掠夺。

通常而言，他们对领主不构成威胁。他们所图无非是绑架平民索取赎金，或者在偏僻的房屋里偷些食物。但有时，他们会为了制造混乱而纵火烧毁建筑。"
hint_sermon_usual_preach_context,"欢愉之道
{skill_name}：{skill_level} 级

$每个参与布道的人心情 <green>+{moral_add}</hint>。
$此想法持续一天（效果会逐渐下降）。"
hint_preach_unavailable_by_runes,"操作失败
{soul_uuid}必须有至少 <hint=hint_resource_rune>{runes}</hint>"
hint_work_spaces,"工作场所
左上角平民图标下括号中的数字代表劳动力供需状态。

若该数字为正，则代表城市中无业者的数量。
若为负，则代表城市中缺人的工作岗位（即缺少多少工人）。"
hint_de_bums_in_rags_attack_town,"褴褛之徒正在发动进攻！
快守护你的城市！"
hint_mind_was_in_patrol,"[hint_mind_caption]
巡逻还要全副武装真是要命……

原因：出勤一次巡逻。"
hint_mind_ceremony,"[hint_mind_caption]
庄严肃穆，震撼人心！简直无法用语言来形容！

原因：参加一次仪式活动。"
adv_tutorial_2.obj_king_needs_1_new,"角色心情

城市中所有居民都会有自己的<b>想法</b>，想法合在一起可以决定他们的<b>心情</b>。

角色产生想法的原因很多，可能因为他们的需求长时间没有得到满足，或者参加了某些活动，进行了某些谈话。

$选择一名领主，点击该领主的头像查看其想法。"
adv_tutorial_2.obj_king_needs_2_new,"角色心情

如果领主的<b>心情</b>因<b>消极想法</b>而下降，便会口出恶言，引发纠纷。如果情况长时间得不到改善，最终可能会导致精神崩溃。

而领主如果心情不错，则会精神振奋，提高技能，并变得更加和蔼可亲。"
adv_tutorial_2.obj_king_needs_3_new,"角色心情

产生消极想法的最根本原因是缺乏食物和住所。因而，提升心情最方便快捷的手段就是酒精。

你目前虽然有食物供应，但最好还是选择自主生产。

为此，你需要学习如何建造和管理建筑，先从管理建造者开始吧。"
adv_tutorial_2.obj_instructions_new,"建筑管理

在诺兰德，你只能控制领主及其家族，而工人开工则需要指令。

你必须在大厅中指派一名管理领主，这样大厅的仆人就会每天将指令下达至每栋建筑。管理人缺席会被替换。
{split}
指派一名管理人到大厅，建筑工人和仆人已在那里等候。

1. 选中大厅
2. 在<b>左下角</b>建筑菜单点击“指令”按钮
3. 选择管理技能最高的领主作为管理人。
4. <b>等待</b>领主向仆人下达指令，仆人随后会将指令传达给工人。"
adv_tutorial_2.obj_peasant_hint_hover_new,"平民的心情

满足平民的需求可以提升他们的平均心情，最终影响<b>人口迁入</b>。平均心情<b>高于 50</b> 会为你的城市带来新的工人。相反，若平均心情<b>低于 25</b>，平民会选择离开或转而变成罪犯。

提升心情的方法有很多，例如酒精，在圣堂主持布道以及处决。不过，最简单的方法通常还是消除他们的消极想法。

我们来看看当前最困扰他们的事情。

$将鼠标悬停在左上角的平民图标上。"
adv_tutorial_2.obj_peasant_hint_hover_1_new,"书籍和知识

底部显示了平民最强烈的消极想法，以及受该想法影响的角色数量。

可以看到他们正因<b>芜菁</b>味道太差而困扰不已。

我们可以建造高品质食物的生产链，不过在那之前，需要先在书籍中汲取知识。可是去哪里获得书籍呢？

此时，你需要<b>圣商队</b>以及足够的<b>金币</b>。"
adv_tutorial_2.buy_goods_new,"书籍和知识

教会可以维持自然的供需平衡，所以如果过多地销售一种产品，该产品销售价格就会下降。但现在存货还算充足。

1. 卖出 30 单位你生产的劣酒。
2. 购买《麦田和磨坊》这本书。
3. 关闭贸易菜单。

$按住{input.action.gui_add_more}键可以同时移动多件物品。"
adv_tutorial_2.open_knowledge_new,"书籍和知识

现在我们获得了一本关于如何种植<b>麦子</b>和生产<b>面粉</b>的书，你可以通过<b>知识菜单</b>在图书馆学习。
{split}
书可以用不同的语言写成，但大多数都是用帝国语言写成的。

1. 打开<b>知识菜单</b>
2. 指派一位领主研究《麦田和磨坊》。"
adv_tutorial_2.person_main_new,"领主菜单

在领主菜单中可查看领主们的主要属性（如<b>心情</b>和<b>忠诚度</b>）、物品栏和特质。其他选项卡可以查看其性格特质和与其他领主的关系。
{split}
现在，可以看到领主的心情正受到强烈的消极想法影响。将鼠标悬停在任意图标或属性上查看更多信息。

$将鼠标悬停在想法上查看更多信息。"
adv_tutorial_2.set_reward_new,"圣戒之欲

因为欲望没有得到满足，此人感到心烦意乱。

如果把光标悬停在欲望图标上（在<b>感觉强烈</b>一栏），会发现这位领主渴求一枚圣戒。
{split}
圣戒是君王的物品，在其物品栏中。可在<b>左上角</b>的资源列表中找到。

用奖赏的方式与这位领主分享圣戒。此操作同时还会增加领主的<b>忠诚度</b>。

1. 点击“行动”按钮。
2. 选择“君王”。
3. 选择“奖赏”行动，并指定君王执行此行动。"
hint_terror_nobody,"没有惩罚
惩罚被终止，处刑者只专注于恐吓潜在的罪犯。"
hint_terror_criminals,"罪犯
每晚处刑者都会惩罚囚犯中的<hint=hint_crimer>罪犯。

$一名处刑者一天会惩罚一名罪犯。
$如果惩罚的时间充裕，处刑者就会恐吓可能成为罪犯的人，阻止他们犯罪。"
hint_terror_select,"惩罚政策
选择将要接受惩罚的群体"
hint_speach_social,"礼貌对话
角色们会礼貌地谈论各类新闻和传闻。

$双方领主都对彼此产生了轻微的积极社交想法。
$角色心情高于 25 时才可进行此互动。"
