Key,TraditionalChinese
hint_intriguan,"謀士
該人物精於操縱與掌控，擅長挑動貴族們的爭端，將貴族們培養成<hint=hint_encyclopedia_puppets>傀儡</hint>。當他出現在你的省邦時要提高警惕。"
hint_de_bums_in_rags_can_attack,"襤褸的人
你的城鎮的繁榮度很高，開始吸引襤褸的人。

[hint_rags]"
hint_rags,"襤褸的人
他們是最底層、最弱的劫匪——由昔日的流民和庶民組成，因犯罪被逐出城邦。他們住在城鎮周邊的森林裏，伺機突襲周邊的人家進行洗劫。

通常而言，他們對領主不構成威脅。他們所圖無非是綁架庶民索取贖金，或者在偏僻的房屋裏偷些食物。但有時，他們會為了製造混亂而縱火燒毀建築。"
hint_sermon_usual_preach_context,"喜樂佈道
{skill_name}：{skill_level} 級

$ 每個參與佈道的人心情 <green>+{moral_add}</hint>。
$ 此想法持續一天（效果會逐漸下降）。"
hint_preach_unavailable_by_runes,"無法進行
{soul_uuid}必須有至少 <hint=hint_resource_rune>{runes}</hint>"
hint_work_spaces,"工作場所
左上角庶民圖示下括弧中的數字代表勞動力供需狀態。

若該數字為正，則代表城鎮中無業者的數量。
若為負，則代表城鎮中缺人的工作崗位（即缺少多少工人）。"
hint_de_bums_in_rags_attack_town,"襤褸的人正在發動進攻！
快守護你的城鎮！"
hint_mind_was_in_patrol,"[hint_mind_caption]
巡邏還要全副武裝真是要命…… 

原因：出勤一次巡邏。"
hint_mind_ceremony,"[hint_mind_caption]
莊嚴肅穆，震撼人心！簡直無法用語言來形容！

原因：參加一次儀式活動。"
adv_tutorial_2.obj_king_needs_1_new,"人物心情

城鎮中所有居民都會有自己的<b>想法</b>，想法合在一起可以決定他們的<b>心情</b>。

人物產生想法的原因很多，可能因為他們的需求長時間沒有得到滿足，或者參加了某些事件，進行了某些對談。

$ 選擇一名貴族，點擊頭像查看其想法。"
adv_tutorial_2.obj_king_needs_2_new,"人物心情

如果貴族的<b>心情</b>因<b>消極想法</b>而下降，便會口出惡言，引發糾紛。如果情況長時間得不到改善，最終可能會導致精神崩潰。

而貴族如果心情不錯，則會精神振奮，提高能力，並變得更加和藹可親。"
adv_tutorial_2.obj_king_needs_3_new,"角色心情

產生消極想法的最根本原因是缺乏食物和住所。因而，提升心情最方便快捷的手段就是酒。

你目前雖然有食物供應，但最好還是選擇自主生產。

為此，你需要學習如何建造和管理建築，先從管理建築工人開始吧。"
adv_tutorial_2.obj_instructions_new,"建築管理 

在諾蘭德，你只能控制貴族及其王室，而工人開工則需要指令。

你必須在大廳中指派一名負責管理的貴族，這樣大廳的僕人就會每天將指令下達至每棟建築。管理者缺席的話會被替換。
{split}
指派一名管理者到大廳，建築工人和僕人已在那裏等候。

1. 選中大廳
2. 在<b>左下角</b>建築菜單點擊“指令”按鈕</b>3. 選擇管理技能最高的貴族作為管理者。
 4. <b>等待
貴族向僕人下達指令，僕人隨後會將指令傳達給工人。"
adv_tutorial_2.obj_peasant_hint_hover_new,"庶民的心情

滿足庶民的需求可以提升他們的平均心情，最終影響<b>移民</b>。平均心情<b>高於 50</b> 會為你的城鎮帶來新的工人。相反，若平均心情<b>低於 25</b>，庶民會選擇離開或轉而選擇犯罪。

提升心情的方法有很多，例如酒，在教堂主持佈道以及處決。不過，最簡單的方法通常還是消除他們的消極想法。

我們來看看當前最困擾他們的事情。

$將滑鼠懸停在左上角的庶民圖示上。"
adv_tutorial_2.obj_peasant_hint_hover_1_new,"書籍和知識

底部顯示了庶民最強烈的消極想法，以及受該想法影響的人物數量。

可以看到他們正因<b>洋蕪菁</b>味道太差而困擾不已。

我們可以建造高品質食物的生產，不過在那之前，需要先在書籍中獲取知識。可是去哪里獲得書籍呢？

 此時，你需要<b>聖商隊</b>以及足夠的<b>金幣</b>。"
adv_tutorial_2.buy_goods_new,"書籍和知識

教會可以維持自然的供需平衡，所以如果過多地出售 一種產品，該產品銷售價格就會下降。但現在存貨還算充足。

1. 賣出 30 單位你生產的劣酒。
2. 購買《麥田和磨坊》這本書。
3. 關閉「貿易」選單。 

$按住{input.action.gui_add_more}鍵可以同時移動多件物品。"
adv_tutorial_2.open_knowledge_new,"書籍和知識

現在我們獲得了一本關於如何種植<b>麥子</b>和生產<b>麵粉</b>的書，你可以通過<b>「知識」選單</b>在藏書閣學習。 
{split}
書可以用不同的語言寫成，但大多數都是用帝國語言寫成的。

1. 打開<b>「知識」選單</b>
 2. 指派一位貴族研究《麥田和磨坊》。"
adv_tutorial_2.person_main_new,"貴族選單

在貴族選單中可查看貴族們的主要屬性（如<b>心情</b>和<b>忠誠度</b>）、物品欄和特質。其他分頁可以查看其性格特質和與其他貴族的關係。 
{split}
現在，可以看到貴族的心情正受到強烈的負面想法影響。將滑鼠懸停在任意圖標或屬性上查看更多資訊。

$將滑鼠懸停在想法上查看更多資訊。"
adv_tutorial_2.set_reward_new,"對聖戒的慾望

心中未被滿足的慾望讓他們飽受折磨。

將游標懸停在「慾望」的圖示上（位於<b>強烈感受</b>區），可以看出這位貴族想要「聖戒」。
{split}
聖戒顯示在<b>畫面左上角</b>的物資列表；這些物品為你的君王所有，存放在他的物品欄裡。

我們可以把聖戒「賞賜」給這名貴族，與此同時還能提升他的<b>忠誠度</b>。

1. 點選「行動」按鈕。
2. 選取「君王」。
3. 選取「賞賜」行動，指定由你的君王來執行。"
hint_terror_nobody,"無懲罰
責罰中止，劊子手只會恐嚇潛在罪犯。"
hint_terror_criminals,"罪犯
每晚，劊子手會從囚犯中挑選一名<hint=hint_crimer>罪犯。

$ 一名劊子手每天懲罰一名罪犯。
$ 如果仍有時間，劊子手便會去恐嚇潛在鬧事者，讓他們隔天不敢犯罪。"
hint_terror_select,"刑罰政策
選擇接受刑罰的團體"
hint_speach_social,"應酬交流
人物們就新聞與傳言，客套空泛地閒聊。

$ 兩位貴族都對對方產生些許的正向社交想法。
$人物心情需要高於 25 才能選擇這項互動。"
hint_ico_peasant_new,"庶民
$ 城鎮內庶民總數：{peasant_total}
$目前平均<hint=hint_mood>心情：{peasant_middle_happyness_now} 
$24 小時內平均<hint=hint_mood>心情：{peasant_middle_happyness_24h}
$預計抵達的移民數量：{migrants_arrive}

$<hint=hint_work_spaces>工作場所數量</hint>：{peasant_work_places}
$ 無家可歸者：{peasant_homeless}
$平均<hint=hint_wealth>財富：</hint><hint=hint_resource_gold>{peasant_middle_rich}</hint>

社會組成：
$ <hint=hint_persons_fanatic>狂熱信徒：</hint> {peasant_fanatics} ({peasant_fanatics_percent}%)
$ <hint=hint_addict>蜜露成癮者：</hint> {nectaraddicted}
$ <hint=hint_loyalist>忠誠派：</hint> {loyalist}

文化組成：
$ 凱登人：{gwelts}
$ 塔納雅人：{tanya}
$ 瑪哈人：{makha}
$ 瓦恩人：{voruns}

{details_stack}"
hint_ico_slaves_new,"囚犯
$ 城鎮內囚犯總數：{slaves_total}
$ 平均<hint=hint_slave_happines>心情</hint>：{slaves_middle_happiness}

$ 就業者：{slaves_workers}
$ 無業的健全者：{slaves_nowork}
$ <hint=hint_person_invalids>行動障礙</hint>者：{slaves_invalids}
$<hint=hint_crimer>罪犯：</hint>{crimer_count}

社會組成：
$ <hint=hint_persons_fanatic>狂熱信徒：</hint> {slave_fanatics}
$ <hint=hint_addict>蜜露成癮者：</hint>{nectaraddicted}

文化組成：
$ 凱登人：{gwelts}
$ 塔納雅人：{tanya}
$ 瑪哈人：{makha}
$ 瓦恩人：{voruns}

{details_stack}"
hint_actor_appoint_unavailable,"無可執行的行動
此人物沒有可執行的行動。"
hint_unavailable_resources_for_trade,"資源不足
{optional_trade_info}
[hint_unavailable_resources]"
hint_unavailable_gold_for_trade,"金幣不足
{optional_trade_info}
[hint_unavailable_gold]"
hint_unavailable_bad_opinion_or_need_peace,"關係親密度不足
[hint_unavailable_bad_opinion]

<b>提示：</b>
$你能以擬定<b>和平協議<b>為由，無視君王之間的關係，造訪對方城鎮。"
adv_tutorial_2.close_production_new,"完成了！

如今大廳僕人會在管理貴族的指揮下，向<b>釀酒廠</b>工人佈達你的指令；這樣一來，工人就會從倉庫搬走<b>洋蕪菁</b>，下工後再把洋蕪菁釀成的<b>劣酒</b>搬到倉庫。

你的庫存裡已經有 50 份劣酒了；為了完成生產 100 份劣酒的任務，還差 50 份洋蕪菁（1 份洋蕪菁可生產 1 份劣酒）。
{split}
$關閉「生產」選單。"
hint_action_task_make_puppet,"培養傀儡
若某個人物與另外一個人物的關係值超過 <green>{puppet_rel}</green>（若為子女與父母的話，該門檻為 <green>{puppet_children}</green>），則該名人物就會成為<hint=hint_encyclopedia_puppets>傀儡</hint>。

在這種情況下，該角色會成為你的統治者手下的傀儡，無論你下達何種命令，他都會乖乖照辦。"
hint_action_task_make_puppet_context,"培養傀儡
{soul_uuid_2}會成為{soul_uuid_1}的傀儡"
hint_action_task_make_puppet_not_king,"統治者無法成為傀儡
{soul_uuid}是統治者，無法成為傀儡"
hint_unavailable_is_my_master,"傀儡無法成為偶像
{soul_uuid_1}是{soul_uuid_2}直接或間接的傀儡，因此無法成為他們的偶像"
hint_unavailable_has_master_already,"傀儡不能有兩名偶像
{soul_uuid_puppet}已經視{soul_uuid_master}為偶像了，無法成為其他人物的傀儡。"
hint_unavailable_cannot_make_puppet,"培養傀儡
{soul_uuid_1}無法成為{soul_uuid_2}的傀儡"
hint_unavailable_has_puppet,"偶像無法成為傀儡
{soul_uuid}已經是偶像了，無法成為傀儡。"
hint_mind_overpopulation,"[hint_mind_caption]
這座城鎮裡的人口過於稠密，已經沒有多餘生活空間了！而且街上還瀰漫著揮之不散的汙水惡臭！實在讓人受不了了！

<b>提示：</b>
城鎮的人口超過 {threshold}，衍生各種衛生、惡臭以及清潔相關的問題。隨著人口進一步成長，人民不滿的情緒會越發高漲，不過若是供應酒水、執行處決、滿足宗教需求，並採取其他改善心情的措施，即可有所緩解。"
hint_guest_parent,"父母
人物去探望自己的孩子。"
hint_advisor_peasants_unhappy_2,"[hint_advisor_caption] 
你的庶民今天的心情平均值已掉至 <red>{gone_tres}</red> 以下，這代表他們會離開城鎮。

有許多方法可以提升他們的心情，吸引他們回到你的領地。

$將游標懸停在左上角的庶民圖示，來查看最影響其心情的負面想法。可能他們缺少了住宅？
$舉行喜樂佈道或在<hint=hint_bld_temple>教堂</hint>舉行信仰之道來增加狂熱信徒的數量（後者將會加強<hint=hint_bishop>主教</hint>）。
$為他們漲薪資、販售更多高品質的酒和食物、或是<hint=hint_resource_nectar>蜜露</hint>。
$在<hint=hint_bld_scaffold>行刑台</hint>施行盛大的處決。將行刑台放置在酒館附近來吸引更多觀眾。
$最後，你可以發起一個<hint=hint_nt_terror_culture>恐怖運動</hint>來針對大部分人口都反對的文化。

你可以在<hint=hint_nt_unhappy>這裡</hint>詳閱更多有關庶民心情的內容。"
hint_display_event_burned_library,"藏書閣已焚毀！
諸多珍貴書籍也隨之付之一炬，包括：

{books_list}"
hint_display_event_burned_library_empty,"藏書閣已焚毀！
慶幸的是，沒有任何書籍被燒毀。"
hint_de_bums_in_rags_attack_soon,"襤褸的人民即將進攻城鎮。
在城鎮附近發現成群結隊的襤褸人民，他們將在 {hours} 小時後進攻城鎮。

<b>提示：</b>
襤褸的人民雖然身體十分虛弱，但他們的襲擊太過突然，因此最好留下一小支弓兵部隊駐守城鎮，並建造幾座弓兵塔。"
punishment_unavailable_by_selection,"無法進行
你選擇要接受刑罰的團體已經包含<hint=hint_persons_slave>囚犯</hint>。"
hint_action_task_donate_to_bishop,"賞賜
君王將給予賞賜，嘉勉此貴族的奉獻。

君王的{skill_name}等級：{skill_level}

<b>行動結果：</b>
$ 想法 <green>獲得賞賜：{mind_modify}</green>
$ 與君王的關係：<green>{relations_modify}</green>

<b>支付：</b>：<hint=hint_resource_rune>{rings_rew_number}</hint>"
hint_unavailable_by_knowledge,"無法進行
需要研究屬於塔納雅人的知識「{knowledge_name}」。

這本書籍並未收藏在神聖教會的藏書閣中。這類知識可<hint=hint_encyclopedia_global_knowledge>在鄰邦發現</hint>或<hint=hint_nt_guest_arrive_knowledge_trader>自藏書團取得</hint>。"
hint_trait_saint,"祝福
國母正式祝福你的統治者。祝福會暫時影響人民的心意。

$ 你的統治者可擺脫罪孽的折磨。
$ 庶民中的<hint=hint_persons_fanatic>狂熱信徒</hint>會準備從軍（「募兵」選單）。
$ 所有貴族對統治者的態度都會改善，臣民會變得更幸福。

效果剩餘時間：{time}"
hint_advisor_deadly_enemy,"[hint_advisor_caption]
一名以上的鄰邦統治者成為你的<hint=hint_faction_relations_deadly_enemy>死敵</hint>。這代表他們與你的關係值下降至 {relation_treshhold} 以下，並且有可能對你發動<hint=hint_agression>突襲</hint>。

修築厚實的城牆以及塔樓內的駐守部隊可能有所幫助，或者你也可以跟對方簽署<b>和平條約</b>，並試圖透過<b>暗算</b>的方式，削弱對方的勢力。

<b>死敵名單：</b>
{enemy_list}"
hint_agression,"突襲
統治者若發動突襲，他就不會透漏襲擊敵人的意圖。

他們的目標可能在於將目標敵人納為附庸（僅在目標不屬於州省的時候），或者搜刮金庫。

關係值低於 <red>-50</red> 時（<hint=hint_faction_relations_deadly_enemy>死敵</hint>）就會發生"
hint_performer_immobilized,"無法進行
該人物目前無法行動，無法執行此任務。"
hint_soul_knowledges_incognito,"知識
你無法匿名人物的知識。"
hint_trait_precise_language_new,"言語精煉
職員會進行視察，持續 {minutes} 分鐘，並將最多 {counts} 棟建築與<hint=hint_bld_chancellery>官邸</hint>連接"
hint_chancellery_autoset,"自動指派
建造新建築時，其管理者將被自動指定為該官邸的職員。"
hint_nt_clerk_autoseted,"建築已建成
{building_name}已完成建造。 

 <hint=hint_bld_chancellery>官邸</hint>的一名職員已指派到此處（可在官邸選單修改自動指派設置）。"
hint_nt_building_builded,"已建造建築
已有 {building_name}。

不要忘了指派一名視察員！"
hint_nt_bishop_study_discard,"教育中斷 因與
{soul_uuid_teacher}交惡，{soul_uuid_target} 已暫停教授{soul_uuid_king}。

改善你的統治者與主教的關係，請求他恢復教育。"
hint_mutator_without_bums_in_rags,"沒有襤褸的人民
襤褸的人民是一群數量龐大的敵人，偶爾會在毫無預警的情況下攻擊你的城鎮，逼迫你居安思危，建立駐軍並建造防禦工事。

打開此修改器即可關閉此類襲擊，讓你的遊戲體驗更可控，但會少一些刺激。"
hint_nt_rings_inheritance,"遺產繼承
{soul_uuid_dead}永遠離開了我們，其最親近的親屬——{soul_uuid_heir}將繼承其遺產。

遺產金額：<hint=hint_resource_rune>{amount}</hint>"
