Key,Indonesia
letter.unique_guest_bishop_richstring,"
Hubungan dengan Matriark dan Uskup: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,Surat dari penguasa jauh
letter.unique_guest_philosoph,"Saya mendengar bahwa seseorang mungkin mengunjungi tanah Anda secara diam-diam. Saya mohon, jangan terima dia! Anak haram pelacur dan anjing ini melakukan penistaan selama ibadah pagi, secara terbuka meragukan kebaikan Ibu Sofia! Pikirkan ini!"
letter.unique_guest_philosoph_richstring,Sekarang Anda tahu alasan mengapa {soul_uuid} berada di tanah Anda.
action_task_assassination,Pembunuhan Rahasia
actor.action_task.trade_with_nectar_trader,Perdagangan
activity_state.joker_watch.go_to,Pergi melihat badut
activity_state.joker_watch.process,Menikmati pertunjukan
activity_state.joker_watch.give_gold,Memberi Hadiah Uang kepada Badut
building.wooden_wall,Pagar Kayu
actor.action_task.dog_play,Mainkan
work.warden,Penjaga
display_event.some_soldiers_refuse_patrol,Beberapa prajurit menolak pergi patroli
display_event.bard_complete_order,Penyanyi telah menyelesaikan komisi
activity_state.bard_watch.go_to,Pergi mendengarkan penyair
activity_state.bard_watch.process,Mendengarkan penyair
activity_state.npc_bard.wait,Menunggu pendengar
opinion_mind.kick_out_me_from_alliance,Memutus aliansi
opinion_mind.kick_out_me_from_vassalage,Memberi Kebebasan
display_event.sacrifice_allowed,Misa Merah Disetujui
display_event.sacrifice_result,Misa Merah Telah Selesai
opinion_mind.sacrifice_allowed,Menyetujui Misa Merah
name.incognito,Dalam Samaran
guest.assassin,Pendeta Dahamat
guest.escaped_lord,Bangsawan Pelarian
guest.joker,Badut
guest.knowledge_trader,Scriptonic
guest.mountain_knight,Ksatria Perampok
guest.witch,Penyihir
guest.bandit_and_slave,Pengembara dengan Tahanan
guest.dog_seller,Pedagang Anjing
guest.cultists,Arkon Dewa Mati
guest.bard,Penyair
guest.nectar_trader,Pedagang Nektar
guest.incognito,Dalam Samaran
opinion_mind.escaped_lord_accept,Menerima Bangsawan Pelarian
display_event.click_to_read_message,Klik untuk membaca pesan
display_event.unique_guest_philosoph_depart,Catatan dari Tamu
letter.unique_guest_philosoph_depart,"Rasa terima kasih saya atas kebaikan Anda tak terbatas! Tapi, sayangnya, saya harus meninggalkan provinsi ramah Anda, karena musuh-musuh saya telah mengetahui keberadaan saya. Namun, sebagai kenang-kenangan dari percakapan menyenangkan kita, saya ingin memberi Anda buku ini. Semoga itu mengingatkan Anda pada saya dan bagaimana keterbukaan terhadap pengetahuan budaya lain membuat kita lebih kuat."
letter.unique_guest_philosoph_richstring_depart,"Saat meninggalkan kota Anda, tamu Anda meninggalkan catatan ini dan kamus bahasa {culture_name} sebagai hadiah.

Para bangsawan Anda akan mengenang pergaulannya dengan hangat."
display_event.unique_guest_bishop_depart,Catatan dari Tamu
letter.unique_guest_bishop_depart,"Saya berterima kasih atas keramahan Anda, tapi saya harus pergi, karena berkat partisipasi teman-teman saya di Batu Iman, Matriark telah mengetahui kebenaran penuh situasi saya. Sekarang, saya diampuni dan disukai—karena kebenaran selalu menemukan jalannya. Sebagai balasan, saya berjanji untuk berbisik beberapa kata tentang Anda kepada Matriark sebagai penguasa yang saleh dan setia. Semoga Ibu Sofia melindungi Anda!"
letter.unique_guest_bishop_richstring_depart,"Saat meninggalkan kota Anda, tamu Anda meninggalkan catatan ini.

Sepertinya hubungan Anda dengan <hint=hint_relations_matriarch>Matriark</hint> dan <hint=hint_bishop>Uskup</hint> akan segera membaik."
ceremony.sacrifice,Misa Merah
family_tree.branch_of,Cabang: {character_name}
family_tree.role.lord,Bangsawan
display_event.place_hall,Bangun Aula
letter.unique_guest_piligrims_accept,Kami gembira mengetahui kemurahan hati Anda terhadap para peziarah suci yang mengunjungi tanah Anda. Semoga ketaatan Anda menjadi teladan bagi semua penguasa benar lainnya!
letter.unique_guest_piligrims_accept_richstring,"Matriark menyampaikan rasa terima kasih atas keramahan Anda terhadap para peziarah dan menyediakan makanan bagi mereka.

$ Hubungan dengan Matriark: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Kami kecewa dengan cara Anda memperlakukan anak-anak kami, para peziarah suci. Ingatlah apa yang dikatakan Sofia: perlakukan anak-anakku seperti anak sulungmu! Saya harap Anda akan memulai jalan koreksi dan rahmat!"
letter.unique_guest_piligrims_not_richstring,"Matriark kecewa dengan cara Anda memperlakukan para peziarah suci.

$ Hubungan dengan Matriark: <red>-{rel_de}</red>"
guest.piligrims,Peziarah Suci
actor.action_task.piligrims_give_food,Sumbang Tepung
actor.action_task.piligrims_give_swede,Sumbang Rutabaga
opinion_mind.piligrims_didnt_share,Menyiksa Peziarah
opinion_mind.piligrims_share_swede,Memberi Makan Peziarah Rutabaga
opinion_mind.piligrims_share_food,Memberi Makan Peziarah Tepung
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,The Hallow Rise
global_map_new.g_label.2,The Silent Emptiness
global_map_new.g_label.3,The Shining Summit
global_map_new.g_label.4,Faraway Forest
global_map_new.g_label.5,Cursed Swamps
global_map_new.g_label.6,Istoma Lake
global_map_new.g_label.7,Misty Forest
global_map_new.g_label.8,Desolate Valley
global_map_new.g_label.9,Usma River
global_map_new.g_label.10,Fleshwolf Woods
global_map_new.g_label.11,Emperor's Grove
global_map_new.g_label.12,Belora River
global_map_new.g_label.13,Fortress Ridge
global_map_new.g_label.14,White Bay
global_map_new.g_label.15,Frozen Sea
global_map_new.g_label.16,Old Gods Lands
global_map_new.g_label.17,Young Sister River
global_map_new.g_label.18,Old Sister River
global_map_new.g_label.19,Emerald Plains
global_map_new.g_label.20,Crimson Grove
global_map_new.g_label.21,Lake Velta
global_map_new.g_label.22,Scarred Wastes
global_map_new.g_label.23,Great South Woods
global_map_new.g_label.24,Lifeless Desert
global_map_new.g_label.25,Elder's Grove
global_map_new.g_label.26,Sirenis River
global_map_new.g_label.27,Bukit Lentur
global_map_new.g_label.28,Danau Cermin
global_map_new.g_label.29,Bukit Kaza
global_map_new.g_label.30,Gurun Makha
global_map_new.g_label.31,Jalur Ferox
global_map_new.g_label.32,Pegunungan Heretik
global_map_new.g_label.33,Hutan Kaiden
global_map_new.g_label.34,Padang Hijau Menari
global_map_new.g_label.35,Danau Bupati
global_map_new.g_label.36,Padang Suci Michael
global_map_new.g_label.37,Lembah Greylock
global_map_new.g_label.38,Sungai Altum
global_map_new.g_label.39,Punggung Besi
global_map_new.g_label.40,Gurun Saltus
global_map_new.g_label.41,Pegunungan Gundul
global_map_new.g_label.42,Laut Selatan
global_map_new.g_label.43,Laut Badai
global_map_new.g_label.44,Danau Suci
global_map_new.g_label.45,Pulau Terlarang
global_map_new.g_label.46,Hutan Menangis
global_map_new.g_label.47,Pegunungan Umber
display_event.lost_knowledge_final,Pengetahuan hilang
advisor.knowledge_lost_soon,Pengetahuan berisiko
global_map_new.g_label.48,Batu Iman
input.key.backspace,Backspace
input.key.arrow_up,Panah Atas
input.key.arrow_down,Panah Bawah
input.key.arrow_left,Panah Kiri
input.key.arrow_right,Panah Kanan
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Spasi
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Tombol Mouse Kiri
input.key.mb_right,Tombol Mouse Kanan
input.key.mb_middle,Tombol Mouse Tengah
input.key.mb_side1,Tombol Mouse Maju
input.key.mb_side2,Tombol Mouse Mundur
input.key.mb_wheel_up,Roda Mouse ke Atas
input.key.mb_wheel_down,Roda Mouse ke Bawah
input.action.camera_up,Atas
input.action.camera_down,Bawah
input.action.camera_left,Kiri
input.action.camera_right,Kanan
input.action.zoom_in,Zoom Masuk
input.action.zoom_out,Zoom Keluar
input.action.camera_move,Gerakkan Kamera
input.action.select_object,Pilih Objek
input.action.menu_back_close,Kembali / Tutup Menu
input.action.speed_one,Kecepatan x1
input.action.speed_two,Kecepatan x2
input.action.speed_three,Kecepatan x4
input.action.speed_pause,Jeda
input.action.menu_construction,Menu Bangunan
input.action.menu_production,Menu Produksi
input.action.menu_finances,Menu Keuangan
input.action.menu_statistics,Menu Statistik
input.action.menu_army,Menu Tentara
input.action.menu_dynasty,Menu Dinasti
input.action.menu_knowledge,Menu Pengetahuan
input.action.menu_map,Peta Dunia
input.action.construction_rotate_l,Bangunan: Putar Kiri
input.action.construction_rotate_r,Bangunan: Putar Kanan
input.action.gui_add_more,Tambah 10
input.action.squad_order_attack,Perintah ke Regu
input.action.select_next_lord,Pilih Bangsawan Berikutnya
input.action.select_previous_lord,Pilih Bangsawan Sebelumnya
input.category.general,Kontrol Umum
input.category.speed,Kecepatan Permainan
input.category.menu,Menu
input.category.misc,Lainnya
display_event.bandit_save_message,Surat dari Incognito
letter.bandit_save_message,"Saya, ayah Andrey, menulis kepada Anda atas nama individu anonim yang membayar saya jumlah besar untuk mengirim surat ini di atas kertas terbaik yang tersedia. Pelindung saya mengaku bahwa jalan berdosa membawanya menjadi orang berdarah, selama mana ia berhasil mengumpulkan kekayaan besar sebelum melarikan diri dari rekan-rekannya.

Perlindungan yang Anda berikan memungkinkannya menghindari pengejaran, dan sekarang ia aman. Ia berjanji membalas kebaikan Anda dengan mengirimkan sesuatu bersama Karavan Suci."
letter.bandit_save_message_richstring,"Ternyata incognito itu adalah perampok, tapi ia berterima kasih atas kebaikan dan perlindungan yang Anda berikan. Mungkin ia benar-benar akan membalas penguasa Anda atas tindakan belas kasih ini."
trade.bandit_reward,Hadiah untuk Kebaikan
display_event.bandits_camp_was_bribed,Perampok hutan disuap!
settings_menu.tab.general,Umum
settings_menu.tab.controls,Kontrol
input.binding_mode,Tekan tombol...
input.restore_default,Kembalikan ke Pengaturan Bawaan
display_event.maniac_captived_message,Surat dari Penguasa Tetangga
letter.maniac_captived_message,"Tetangga Tercinta! Prajurit Anda telah mengirimkan bangsawan yang ditangkap kepada kami, dikenal karena perilakunya yang berdosa. Terima kasih telah menangkapnya; saya pikir saya tidak akan pernah melihatnya lagi. Tapi sekarang keadilan akan ditegakkan, dan ia akan menerima semua yang pantas ia dapatkan. Izinkan saya mengirimkan hadiah kecil sebagai tanda terima kasih atas keterlibatan Anda dalam urusan ini."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} telah ditangkap dan dikirim ke provinsi asalnya.

Sebagai tanda terima kasih, penguasa provinsi ini mengirimkan hadiah kecil: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Pergi Membunuh
activity_state.killing.wait,Menunggu Kematian
activity_state.maniac.killing,Membunuh
activity_state.dog_play.go_to,Pergi Bermain dengan Anjing
activity_state.dog_play.play,Bermain dengan Anjing
activity_state.dog_play.dog_wait,Menunggu Bangsawan
activity_state.dog_play.dog_play,Bermain dengan Bangsawan
mind.mind_joker_watched,Pertunjukan Badut
letter.maniac_about_message,"Tetangga Tercinta! Saya mendengar rumor bahwa seorang bangsawan dari tanah kita mengunjungi provinsi Anda. Ia telah lama dikenal di sini sebagai sadis tak terkendali yang membunuh untuk kesenangan. Sayangnya, ia baru-baru ini melarikan diri dari penahanan dan, seperti yang kita ketahui sekarang, melanjutkan hiburan busuknya di tanah Anda. Sayang sekali ia pergi tanpa hukuman, tapi kami akan berdoa agar Ibu Sofia menghukumnya dengan tangan ilahi-Nya, dan keadilan akan ditegakkan."
letter.maniac_about_message_richstring,Sadist incognito meninggalkan provinsi Anda tanpa hukuman. Siapa tahu apakah Anda akan bertemu dengannya lagi?
display_event.maniac_about_message,Surat dari Penguasa Tetangga
display_event.bandit_leave,Incognito telah meninggalkan provinsi
tech.trade_tax_reduce,Kontrak Abu-abu
tech.market_depth_increase,Tuntut Ekspansi
tech.book_rewrite_cost_decrease,Font Sempit
tech.saint_king,Kesucian Kekuasaan
tech.church_defence,Perlindungan Sofia
tech.easier_divorce,Permintaan Maaf Perceraian
tech.bishop_fix_relations,Taubat dalam Kebencian
tech.detach_ex_bandit,Awal Baru
tech.knife_battle_stronger,Guru Belati
tech.stronger_weapon,Salep Ketahanan
tech.better_training,Rekrut
tech.moral_vs_bandits,Palu Perampok
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} kontrak perdagangan
knowledge.blocked_reason.books_required,Buku: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Prajurit: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Hubungan Matriark: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Incognito di Kemah Perampok
map.menu.quest.manuac_captived,Incognito telah ditangkap.
actor.part_of_nature.trader,Pedagang
actor.action_task.church_defence,Perlindungan Keluarga Penuh Kasih
actor.action_task.bishop_fix_relations,Taubat dalam Kebencian
opinion_mind.repentance_of_hatred,Taubat dalam Kebencian
opinion_mind.church_defence_request,Mengungkap kelemahan dengan meminta perlindungan
knowledge.blocked_reason.caravan_bring_required,Salah satu bangsawan harus mengetahui {knowledge_name}.
input.not_bounded,Belum Ditugaskan
input.key_already_used,Tombol sudah digunakan
opinion_mind.bishop_guest_accept,Melindungi pendeta
input.action.quick_save,Simpan Cepat
matriarch.church_defence_active,Hari hingga perlindungan Keluarga Penuh Kasih berakhir: {days}.
actor.part_of_nature.philosoph,Sarjana
mind.fight_agains_bandit,Palu Perampok
opinion_mind.my_master,Idola Saya
opinion_mind.my_puppet,Boneka Saya
mind.made_gift_to_master,Memberi Hadiah kepada Idola Mereka
mind.master_death,Kematian Idola
appoint.puppet_action_set,"Akibatnya, kesetiaan boneka akan diturunkan"
display_event.puppet_become,{master} telah membengkokkan {puppet} sesuai kehendaknya.
display_event.puppet_reset,{puppet} tidak lagi menjadi boneka.
opinion_mind.forced_to_crime,Dipaksa Melakukan Kejahatan
opinion_mind.forced_to_action,Dipaksa Bertindak
actor.opinion.special.master,Idola
actor.opinion.special.puppet,Boneka
actor.relations.filter.puppets,Boneka-boneka
opinion_mind_interest.lust,Sifat Penuh Nafsu
menu.army.new_army.create.build_hall,Tidak Tersedia. Bangun Aula.
opinion_mind.forced_puppet_rebellion,Menggunakan boneka untuk pemberontakan
map.lord_rebellion_puppet,Pemberontakan Boneka
changelog.header,Apa yang Baru?
display_event.check_problems,Periksa daftar isu
display_event.lord_dead_in_hostage,{name}: meninggal dalam penahanan
mind.bad_hunt,Perburuan Gagal
opinion_mind.bad_hunter,Pemburu Buruk
display_event.bad_hunt_on_global_map,{name}: Perburuan Gagal
beta_branch.title,Cabang Permainan
beta_branch.set,Setel & Mulai Ulang
display_event.guest_role_revealed,{guest_name}: mengungkap niat
opinion_mind.good_reception,Menyambut bangsawan saya sebagai tuan rumah yang ramah.
opinion_mind.bad_reception,Menerima bangsawan saya dengan buruk sebagai tuan rumah.
actor.action_task.slander,Fitnah
actor.action_task.praise,Pujian
opinion_mind.made_a_gift,Memberi Hadiah
guest_role.communicative,Ramah
guest_role.duelist,Duelis
guest_role.provoker,Provokator
guest_role.puppet_master,Puppeteer
guest_role.manipulator,Manipulator
guest_role.seducer,Penggoda
guest_role.player,Penjudi
guest_role.educator,Pencerah
actor.action_task.donate_to_master,Hadiah untuk Idola
building.fortification_gate,Gerbang
building.fortification_tower,Menara Pertahanan
trait.puppet,Boneka
opinion_mind.slander_to_other,Menyimpan dendam terhadap orang lain
mind.beer_drinking,Kebablasan: Bir
mind.prayed,Berdoa
mind.sleepiness,Mengantuk
trait.sleepiness,Mengantuk
map.category.agression,Agresi
9map.appoint.sub_category.sudden_attack,Serangan mendadak
trait.sex_desire_weak,Hasrat Seksual
trait.sex_desire_strong,Obsesi Seksual
mind.sex_desire_weak,Hasrat Seksual
mind.sex_desire_strong,Obsesi Seksual
trait.malnutrition,Kekurangan Gizi
mind.malnutrition,Kekurangan Gizi
opinion_mind.sudden_attacked_me,Tiba-tiba menyerang saya
opinion_mind.sudden_attack_traity,Tiba-tiba dan licik menyerang saya
opinion_mind.sudden_force_neutrality_me,Memaksa saya menjadi netral
menu.bodyguard,PENGWAL PENGUASA
bodyguard.maximal_count,PENJAGA
bodyguard.minimal_battle_level,Tingkat tempur minimal
activity_state.bodyguard_watching,Menjaga bangsawan
trait.on_bender,Kebodohan mabuk
notification.on_bender,{name}: mabuk berat!
display_event.sudden_attack,Serangan mendadak! Tentara {faction_name} sedang bergerak!
bodyguard.status.no_guards,Tidak ada prajurit yang tersedia.
bodyguard.status.active,Pengawalan akan berlangsung hingga 04:00.
